,진입 탈출로 개수,30m 이내 진입 탈출로 개수,최소 도로폭,교차로 개수,침엽수림 비율,산림기준 이격 거리,창문,산불 진화용수 거리,소방서와의 거리,담 유무,산림방향 담 유무,최대 경사도,최소 경사도,주건물 지붕특성,비산거리,불난 후 상태
0,"강원도 고성군 / 속초시, 옥계산불 ver1_1",,,,,,,,,,,,,,,
1,0,0.0,0.0,2.0,0.0,0.06,25.57,42.68,1.85,0.0,,,,1.0,1.0,2.0
2,0,0.0,0.0,1.0,0.0,0.06,40.61,42.69,1.85,0.0,,,,1.0,0.0,0.0
3,0,0.0,0.0,3.0,0.0,0.06,12.96,42.65,1.82,0.0,,,,1.0,0.0,2.0
4,0,0.0,0.0,3.0,0.0,0.06,52.7,42.66,1.83,0.0,,,,1.0,1.0,2.0
5,0,0.0,0.0,4.0,0.0,10.97,41.96,42.64,1.81,0.0,,,,1.0,0.0,2.0
6,0,0.0,0.0,4.0,0.0,15.57,8.94,42.64,1.8,0.0,,,,1.0,0.0,2.0
7,2,2.0,1.6,0.0,18.65,171.42,37.45,42.72,1.9,0.0,,,,1.0,0.0,2.0
8,2,2.0,1.6,0.0,17.8,168.64,48.08,42.71,1.89,0.0,,,,1.0,0.0,2.0
9,2,2.0,1.6,0.0,15.85,166.47,38.19,42.72,1.89,0.0,,,,1.0,0.0,2.0
10,2,2.0,1.6,1.0,2.94,103.59,48.05,42.71,1.87,0.0,,,,0.0,0.0,0.0
11,0,0.0,0.0,1.0,0.0,15.85,87.55,42.19,1.39,0.0,,,,0.0,1.0,2.0
12,0,0.0,0.0,1.0,0.0,6.38,4.92,42.19,1.4,0.0,,,,1.0,0.0,2.0
13,1,1.0,1.1,1.0,0.82,0.0,9.68,42.21,1.43,0.0,,,,1.0,1.0,2.0
14,1,1.0,7.7,7.0,1.3,1.94,388.8,41.89,1.06,0.0,,,,1.0,1.0,0.0
15,2,2.0,1.6,7.0,0.88,22.3,15.72,41.91,1.08,0.0,,,,1.0,0.0,0.0
16,2,2.0,1.6,7.0,0.9,18.95,19.87,41.91,1.08,0.0,,,,1.0,1.0,0.0
17,2,3.0,1.6,6.0,0.8,26.35,24.19,41.91,1.09,0.0,,,,1.0,0.0,0.0
18,2,2.0,1.6,7.0,0.9,9.59,32.46,41.9,1.07,0.0,,,,1.0,0.0,0.0
19,2,3.0,1.6,6.0,0.0,21.27,70.33,41.91,1.09,0.0,,,,0.0,1.0,0.0
20,2,3.0,1.6,8.0,0.24,15.13,29.55,41.9,1.08,0.0,,,,1.0,1.0,0.0
21,1,1.0,1.6,8.0,0.64,15.93,29.95,41.9,1.08,0.0,,,,1.0,0.0,0.0
22,1,1.0,1.6,8.0,0.68,5.39,17.41,41.89,1.07,0.0,,,,1.0,0.0,0.0
23,3,3.0,1.6,8.0,0.74,1.4,157.25,41.89,1.06,0.0,,,,1.0,0.0,0.0
24,3,3.0,1.6,8.0,0.77,0.06,167.04,41.88,1.06,0.0,,,,1.0,0.0,0.0
25,3,3.0,1.6,9.0,0.79,0.09,194.82,41.88,1.05,0.0,,,,1.0,1.0,0.0
26,3,3.0,1.6,9.0,0.82,0.06,278.21,41.88,1.05,0.0,,,,1.0,1.0,0.0
27,3,3.0,1.6,9.0,0.98,0.09,264.0,41.87,1.04,0.0,,,,1.0,1.0,0.0
28,4,4.0,4.7,9.0,0.96,0.54,266.76,41.87,1.04,0.0,,,,1.0,0.0,0.0
29,4,4.0,4.7,9.0,0.97,2.56,314.88,41.86,1.04,0.0,,,,1.0,1.0,0.0
30,0,0.0,0.0,0.0,0.0,0.06,35.14,41.87,1.05,0.0,,,,1.0,1.0,0.0
31,0,0.0,0.0,0.0,0.0,0.0,19.7,41.86,1.04,0.0,,,,0.0,0.0,2.0
32,0,0.0,0.0,0.0,0.0,0.06,49.94,41.85,1.03,0.0,,,,1.0,0.0,0.0
33,0,0.0,0.0,9.0,62.81,31.25,45.1,41.94,1.11,0.0,,,,1.0,0.0,0.0
34,1,1.0,1.1,11.0,63.35,31.25,66.53,41.94,1.11,0.0,,,,1.0,0.0,0.0
35,1,1.0,1.1,13.0,61.96,31.25,62.5,41.93,1.1,0.0,,,,1.0,0.0,0.0
36,2,2.0,1.1,13.0,58.74,31.25,13.1,41.92,1.09,0.0,,,,1.0,0.0,0.0
37,2,2.0,1.1,15.0,98.32,31.25,50.98,41.91,1.09,0.0,,,,1.0,0.0,0.0
38,5,5.0,1.1,13.0,98.32,31.25,8.21,41.91,1.09,0.0,,,,1.0,0.0,2.0
39,1,2.0,2.5,13.0,98.32,31.25,164.85,41.92,1.1,0.0,,,,0.0,0.0,0.0
40,5,6.0,1.1,14.0,97.84,31.25,62.38,41.9,1.08,0.0,,,,1.0,0.0,2.0
41,7,9.0,1.3,13.0,85.19,31.25,132.58,41.89,1.07,0.0,,,,1.0,0.0,0.0
42,4,6.0,1.3,13.0,94.71,31.25,12.44,41.9,1.09,0.0,,,,1.0,0.0,2.0
43,5,7.0,1.3,14.0,86.64,31.25,36.0,41.89,1.08,0.0,,,,1.0,0.0,2.0
44,6,8.0,1.3,15.0,31.33,31.25,27.99,41.85,1.03,0.0,,,,1.0,0.0,0.0
45,2,3.0,2.9,2.0,38.1,108.86,58.06,41.94,1.11,0.0,,,,1.0,0.0,2.0
46,2,2.0,1.1,2.0,40.2,119.85,33.05,41.95,1.12,0.0,,,,1.0,0.0,2.0
47,2,2.0,1.1,2.0,40.3,138.54,95.47,41.96,1.13,0.0,,,,0.0,0.0,0.0
48,2,3.0,2.9,3.0,41.77,98.1,43.43,41.93,1.09,0.0,,,,1.0,0.0,0.0
49,3,4.0,1.1,2.0,45.72,122.97,18.43,41.94,1.11,0.0,,,,1.0,0.0,0.0
50,2,3.0,2.9,3.0,47.86,117.93,14.62,41.94,1.11,0.0,,,,1.0,0.0,0.0
51,2,3.0,2.9,3.0,50.8,123.0,31.54,41.94,1.11,0.0,,,,1.0,0.0,0.0
52,3,3.0,1.1,3.0,51.48,128.54,6.65,41.94,1.11,0.0,,,,1.0,0.0,2.0
53,3,5.0,2.9,7.0,54.21,85.5,23.53,41.9,1.07,0.0,,,,1.0,0.0,1.0
54,3,5.0,2.9,7.0,57.37,97.17,8.24,41.9,1.07,0.0,,,,1.0,0.0,2.0
55,5,5.0,2.7,8.0,60.01,69.8,13.39,41.87,1.05,0.0,,,,1.0,0.0,2.0
56,1,2.0,1.5,9.0,48.03,97.87,4.92,41.88,1.06,0.0,,,,1.0,0.0,0.0
57,2,3.0,1.5,13.0,40.43,85.81,13.31,41.86,1.04,0.0,,,,1.0,0.0,2.0
58,0,0.0,0.0,2.0,0.0,40.76,49.68,41.94,1.1,0.0,,,,0.0,0.0,1.0
59,0,0.0,0.0,2.0,0.0,36.46,22.29,41.94,1.11,0.0,,,,1.0,0.0,2.0
60,0,0.0,0.0,2.0,0.0,44.94,11.16,41.93,1.1,0.0,,,,1.0,0.0,2.0
61,1,1.0,12.8,2.0,0.35,52.38,80.87,41.92,1.08,0.0,,,,1.0,0.0,2.0
62,2,2.0,2.0,4.0,3.79,39.27,23.04,41.87,1.06,0.0,,,,1.0,0.0,0.0
63,1,1.0,2.5,7.0,38.38,61.63,15.87,41.9,1.06,0.0,,,,1.0,0.0,2.0
64,4,4.0,1.7,6.0,40.73,49.77,60.32,41.91,1.07,0.0,,,,1.0,0.0,2.0
65,4,4.0,1.7,6.0,41.99,38.27,37.22,41.91,1.07,0.0,,,,1.0,0.0,2.0
66,4,4.0,1.7,6.0,41.55,30.27,24.51,41.91,1.08,0.0,,,,1.0,1.0,2.0
67,3,3.0,3.5,3.0,36.21,0.0,25.34,41.93,1.11,0.0,,,,1.0,0.0,2.0
68,4,4.0,1.7,5.0,48.11,15.07,42.45,41.89,1.07,0.0,,,,1.0,1.0,0.0
69,4,4.0,1.7,4.0,47.65,10.23,58.61,41.9,1.07,0.0,,,,1.0,1.0,2.0
70,3,3.0,1.7,4.0,46.81,5.96,49.9,41.9,1.07,0.0,,,,1.0,0.0,0.0
71,2,3.0,1.7,4.0,46.61,3.06,62.02,41.9,1.07,0.0,,,,1.0,0.0,0.0
72,2,3.0,1.7,6.0,48.64,16.94,81.27,41.88,1.06,0.0,,,,1.0,0.0,0.0
73,1,1.0,7.3,7.0,3.67,98.13,73.87,41.89,1.05,0.0,,,,0.0,0.0,0.0
74,1,1.0,7.3,6.0,3.91,83.59,51.41,41.91,1.07,0.0,,,,1.0,0.0,0.0
75,2,2.0,3.9,10.0,3.47,98.16,21.87,41.88,1.04,0.0,,,,0.0,0.0,0.0
76,0,0.0,0.0,3.0,3.28,63.31,168.13,41.93,1.1,0.0,,,,1.0,1.0,0.0
77,1,1.0,7.3,7.0,3.32,72.86,12.6,41.89,1.06,0.0,,,,1.0,1.0,0.0
78,1,1.0,7.3,3.0,0.56,48.98,105.84,41.92,1.1,0.0,,,,1.0,0.0,0.0
79,0,0.0,0.0,3.0,0.0,54.69,16.65,41.94,1.12,0.0,,,,1.0,0.0,0.0
80,4,6.0,1.9,8.0,3.07,39.98,38.16,41.89,1.06,0.0,,,,1.0,0.0,0.0
81,3,6.0,1.9,10.0,0.27,18.65,50.95,41.89,1.07,0.0,,,,1.0,0.0,2.0
82,3,3.0,2.7,2.0,0.23,0.06,10.08,42.48,1.7,0.0,,,,1.0,1.0,2.0
83,2,3.0,2.7,2.0,0.22,0.06,100.22,42.47,1.69,0.0,,,,0.0,1.0,2.0
84,2,3.0,2.7,2.0,0.18,10.02,11.69,42.46,1.68,0.0,,,,1.0,0.0,0.0
85,2,3.0,2.7,2.0,0.17,2.23,58.62,42.46,1.67,0.0,,,,1.0,1.0,0.0
86,1,1.0,2.7,2.0,4.33,2.17,26.44,42.44,1.66,0.0,,,,1.0,0.0,2.0
87,2,3.0,2.7,2.0,0.0,24.06,58.62,42.47,1.68,0.0,,,,0.0,1.0,0.0
88,0,0.0,0.0,7.0,5.02,11.94,157.59,42.41,1.63,0.0,,,,1.0,0.0,1.0
89,0,0.0,0.0,6.0,9.4,10.57,45.14,42.39,1.61,0.0,,,,0.0,0.0,0.0
90,0,0.0,0.0,6.0,12.79,9.31,57.54,42.39,1.61,0.0,,,,1.0,1.0,1.0
91,1,1.0,3.4,4.0,0.0,18.15,67.39,42.46,1.66,0.0,,,,1.0,1.0,2.0
92,1,1.0,3.4,4.0,0.0,13.88,5.99,42.45,1.65,0.0,,,,1.0,0.0,2.0
93,1,1.0,3.4,4.0,0.0,19.1,49.77,42.45,1.65,0.0,,,,1.0,0.0,2.0
94,0,0.0,0.0,8.0,5.55,6.05,12.11,42.4,1.61,0.0,,,,1.0,1.0,0.0
95,0,0.0,0.0,5.0,10.77,1.37,16.96,42.38,1.6,0.0,,,,1.0,1.0,0.0
96,0,0.0,0.0,4.0,1.89,25.17,8.21,42.41,1.63,0.0,,,,1.0,0.0,0.0
97,1,1.0,2.6,3.0,2.39,0.06,10.6,42.39,1.6,0.0,,,,1.0,0.0,0.0
98,1,1.0,2.8,7.0,0.83,0.0,8.99,42.41,1.64,0.0,,,,1.0,1.0,0.0
99,3,3.0,2.2,6.0,0.76,15.85,104.77,42.43,1.65,0.0,,,,0.0,0.0,0.0
100,0,0.0,0.0,7.0,0.86,0.12,15.67,42.4,1.63,0.0,,,,1.0,0.0,0.0
101,2,2.0,2.8,7.0,0.71,23.13,12.44,42.41,1.63,0.0,,,,1.0,0.0,2.0
102,3,5.0,1.7,6.0,0.59,62.44,10.11,42.43,1.64,0.0,,,,1.0,0.0,0.0
103,0,0.0,0.0,2.0,0.0,6.57,6.22,42.45,1.68,0.0,,,,1.0,0.0,0.0
104,0,0.0,0.0,3.0,0.0,0.06,58.06,42.43,1.66,0.0,,,,1.0,0.0,0.0
105,0,0.0,0.0,3.0,0.0,0.0,17.63,42.43,1.66,0.0,,,,1.0,0.0,2.0
106,0,0.0,0.0,4.0,0.02,2.57,27.72,42.43,1.66,0.0,,,,1.0,1.0,1.0
107,1,1.0,1.3,2.0,12.58,5.5,237.57,43.02,2.45,0.0,,,,1.0,1.0,0.0
108,2,2.0,1.3,6.0,13.76,2.4,8.47,42.97,2.43,0.0,,,,1.0,1.0,0.0
109,1,1.0,1.3,3.0,12.11,0.06,263.09,43.03,2.45,0.0,,,,1.0,0.0,0.0
110,1,1.0,3.4,6.0,6.69,0.09,2.46,42.96,2.42,0.0,,,,1.0,0.0,0.0
111,3,5.0,1.1,9.0,13.65,29.18,31.75,42.97,2.4,0.0,,,,1.0,0.0,2.0
112,0,0.0,0.0,0.0,2.07,0.09,34.52,42.95,2.41,0.0,,,,1.0,1.0,2.0
113,0,0.0,0.0,0.0,8.53,3.59,205.55,43.02,2.44,0.0,,,,1.0,1.0,0.0
114,0,0.0,0.0,0.0,8.43,0.09,151.47,43.02,2.44,0.0,,,,1.0,1.0,0.0
115,0,0.0,0.0,1.0,7.16,5.72,51.9,43.01,2.42,0.0,,,,1.0,0.0,0.0
116,0,0.0,0.0,2.0,0.84,0.06,18.89,42.95,2.38,0.0,,,,1.0,0.0,0.0
117,0,0.0,0.0,2.0,0.62,0.06,11.52,42.95,2.38,0.0,,,,1.0,0.0,0.0
118,0,0.0,0.0,3.0,1.16,0.06,1413.96,43.0,2.45,0.0,,,,1.0,1.0,0.0
119,2,3.0,2.4,2.0,57.98,18.52,372.33,42.69,2.3,0.0,,,,0.0,1.0,0.0
120,1,1.0,4.6,3.0,55.25,6.9,157.25,42.69,2.3,0.0,,,,1.0,0.0,0.0
121,6,7.0,2.8,8.0,0.07,107.17,115.56,42.69,2.31,0.0,,,,0.0,0.0,0.0
122,4,4.0,2.8,10.0,0.33,71.1,464.4,42.72,2.31,0.0,,,,1.0,0.0,0.0
123,3,4.0,6.3,8.0,0.05,74.2,60.84,42.65,2.27,0.0,,,,0.0,0.0,0.0
124,2,3.0,2.3,3.0,9.71,11.2,1603.28,42.73,2.31,0.0,,,,1.0,1.0,0.0
125,2,2.0,3.8,4.0,8.9,7.5,650.19,42.7,2.29,0.0,,,,1.0,1.0,0.0
126,2,2.0,3.7,2.0,1.63,8.26,304.65,42.68,2.29,0.0,,,,0.0,0.0,0.0
127,2,2.0,3.7,2.0,1.65,6.33,175.02,42.68,2.28,0.0,,,,0.0,0.0,0.0
128,0,0.0,0.0,2.0,1.69,0.06,101.95,42.67,2.27,0.0,,,,1.0,0.0,0.0
129,1,1.0,3.6,3.0,0.0,31.25,18.22,42.13,1.48,0.0,,,,1.0,0.0,0.0
130,0,0.0,0.0,0.0,44.43,31.25,106.44,42.19,1.5,0.0,,,,1.0,0.0,2.0
131,0,0.0,0.0,0.0,44.44,31.25,106.49,42.18,1.5,0.0,,,,1.0,0.0,2.0
132,0,0.0,0.0,0.0,42.8,31.25,148.26,42.19,1.5,0.0,,,,1.0,0.0,0.0
133,0,0.0,0.0,0.0,42.95,31.25,127.01,42.17,1.48,0.0,,,,0.0,0.0,2.0
134,4,5.0,3.6,10.0,0.0,31.25,32.31,42.1,1.44,0.0,,,,1.0,0.0,0.0
135,1,1.0,3.6,8.0,37.6,31.25,33.65,42.13,1.45,0.0,,,,1.0,0.0,0.0
136,1,1.0,3.6,9.0,35.69,31.25,15.18,42.12,1.45,0.0,,,,1.0,0.0,0.0
137,1,1.0,3.6,9.0,32.17,31.25,22.81,42.11,1.44,0.0,,,,1.0,0.0,0.0
138,1,1.0,3.6,9.0,34.78,31.25,13.78,42.12,1.44,0.0,,,,1.0,0.0,0.0
139,1,1.0,3.6,10.0,32.57,31.25,33.78,42.12,1.44,0.0,,,,1.0,0.0,0.0
140,0,0.0,0.0,11.0,32.64,31.25,18.12,42.12,1.44,0.0,,,,0.0,0.0,0.0
141,0,0.0,0.0,11.0,30.24,31.25,20.43,42.12,1.43,0.0,,,,1.0,0.0,0.0
142,0,0.0,0.0,1.0,0.0,97.33,15.72,42.14,1.47,0.0,,,,1.0,0.0,0.0
143,1,1.0,6.9,1.0,7.12,96.44,57.1,42.14,1.46,0.0,,,,1.0,0.0,0.0
144,0,0.0,0.0,3.0,0.0,38.66,40.39,42.13,1.5,0.0,,,,0.0,0.0,2.0
145,1,1.0,6.7,3.0,0.0,20.64,5.53,42.14,1.49,0.0,,,,1.0,1.0,0.0
146,2,2.0,2.8,3.0,0.0,40.95,28.08,42.12,1.48,0.0,,,,1.0,0.0,2.0
147,2,2.0,2.8,9.0,0.0,23.31,58.97,42.09,1.44,0.0,,,,0.0,0.0,0.0
148,2,2.0,2.8,8.0,0.0,16.09,60.83,42.09,1.44,0.0,,,,1.0,0.0,0.0
149,4,4.0,2.4,10.0,0.0,20.26,63.65,42.07,1.42,0.0,,,,1.0,1.0,2.0
150,4,5.0,2.4,13.0,0.0,27.22,113.82,42.04,1.39,0.0,,,,1.0,0.0,0.0
151,1,1.0,5.1,3.0,0.12,45.53,104.28,42.05,1.44,0.0,,,,0.0,1.0,0.0
152,1,1.0,5.1,4.0,6.61,29.23,28.11,42.05,1.42,0.0,,,,1.0,0.0,0.0
153,1,1.0,5.1,4.0,8.5,6.05,52.92,42.07,1.42,0.0,,,,0.0,0.0,0.0
154,1,1.0,5.1,4.0,11.09,15.38,8.93,42.06,1.42,0.0,,,,1.0,0.0,0.0
155,0,0.0,0.0,5.0,12.21,0.09,15.94,42.06,1.41,0.0,,,,1.0,0.0,0.0
156,1,1.0,5.1,5.0,14.07,6.07,21.72,42.05,1.41,0.0,,,,1.0,1.0,0.0
157,1,1.0,5.1,5.0,14.53,4.5,37.58,42.05,1.41,0.0,,,,1.0,0.0,0.0
158,0,0.0,0.0,5.0,9.86,1.06,34.1,42.08,1.42,0.0,,,,1.0,0.0,0.0
159,0,0.0,0.0,4.0,14.96,0.06,59.62,42.04,1.4,0.0,,,,1.0,1.0,0.0
160,0,0.0,0.0,4.0,15.81,0.09,4.1,42.03,1.38,0.0,,,,1.0,0.0,0.0
161,0,0.0,0.0,5.0,18.33,1.54,237.08,42.06,1.39,0.0,,,,0.0,0.0,0.0
162,0,0.0,0.0,5.0,16.54,0.09,20.43,42.03,1.38,0.0,,,,1.0,1.0,0.0
163,0,0.0,0.0,3.0,3.01,15.31,7.93,41.51,0.67,0.0,,,,1.0,0.0,0.0
164,2,3.0,1.2,3.0,0.0,35.4,213.97,41.51,0.66,0.0,,,,1.0,1.0,0.0
165,0,0.0,0.0,2.0,0.0,3.56,13.58,41.53,0.68,0.0,,,,1.0,0.0,0.0
166,2,2.0,1.1,2.0,0.0,13.82,41.47,41.52,0.67,0.0,,,,1.0,1.0,0.0
167,1,2.0,1.2,2.0,0.0,24.77,55.34,41.48,0.63,0.0,,,,1.0,0.0,0.0
168,2,2.0,1.2,2.0,0.0,16.02,21.9,41.47,0.62,0.0,,,,1.0,0.0,0.0
169,0,0.0,0.0,2.0,0.0,0.14,16.24,41.53,0.68,0.0,,,,1.0,0.0,0.0
170,1,1.0,1.1,2.0,0.0,7.88,32.05,41.53,0.68,0.0,,,,1.0,1.0,0.0
171,2,3.0,1.1,2.0,0.0,29.81,26.63,41.48,0.63,0.0,,,,1.0,0.0,0.0
172,0,0.0,0.0,2.0,2.3,1.5,19.87,41.59,0.75,0.0,,,,1.0,0.0,0.0
173,1,2.0,2.3,2.0,1.76,18.92,24.48,41.58,0.74,0.0,,,,1.0,0.0,1.0
174,1,2.0,2.3,3.0,2.99,27.26,52.27,41.57,0.73,0.0,,,,1.0,0.0,0.0
175,3,3.0,1.7,7.0,2.21,68.87,106.93,41.54,0.7,0.0,,,,1.0,0.0,0.0
176,0,0.0,0.0,2.0,2.16,6.37,10.37,41.59,0.75,0.0,,,,1.0,0.0,0.0
177,1,2.0,2.3,3.0,2.69,25.02,28.48,41.57,0.73,0.0,,,,1.0,1.0,0.0
178,1,4.0,1.7,5.0,3.46,44.73,71.28,41.55,0.71,0.0,,,,1.0,1.0,0.0
179,0,0.0,0.0,2.0,2.12,11.27,14.69,41.59,0.74,0.0,,,,1.0,1.0,0.0
180,1,1.0,2.3,2.0,1.86,18.13,17.14,41.58,0.73,0.0,,,,1.0,1.0,0.0
181,1,2.0,2.3,3.0,1.77,23.45,56.92,41.57,0.73,0.0,,,,1.0,1.0,0.0
182,1,2.0,2.3,3.0,3.42,30.42,69.12,41.56,0.72,0.0,,,,1.0,1.0,0.0
183,1,2.0,2.3,3.0,3.71,31.65,11.09,41.56,0.71,0.0,,,,1.0,0.0,0.0
184,1,4.0,1.7,6.0,3.53,37.58,8.16,41.55,0.7,0.0,,,,1.0,1.0,0.0
185,2,4.0,1.7,7.0,3.14,53.08,49.02,41.53,0.69,0.0,,,,1.0,1.0,0.0
186,1,2.0,2.3,3.0,3.21,24.85,53.61,41.56,0.72,0.0,,,,1.0,0.0,0.0
187,3,4.0,1.2,6.0,3.66,29.7,35.64,41.55,0.7,0.0,,,,1.0,0.0,0.0
188,4,5.0,1.2,7.0,3.28,40.42,30.24,41.53,0.69,0.0,,,,1.0,0.0,0.0
189,1,1.0,2.3,3.0,2.78,11.49,44.45,41.56,0.71,0.0,,,,1.0,0.0,0.0
190,3,3.0,1.2,5.0,3.79,20.79,14.4,41.54,0.7,0.0,,,,1.0,0.0,0.0
191,2,2.0,1.2,4.0,3.62,9.84,46.7,41.54,0.7,0.0,,,,1.0,0.0,0.0
192,3,4.0,1.2,7.0,3.2,43.92,6.02,41.52,0.68,0.0,,,,0.0,1.0,0.0
193,2,3.0,1.2,7.0,3.0,37.38,6.05,41.52,0.67,0.0,,,,1.0,1.0,0.0
194,0,1.0,1.2,4.0,3.66,7.25,22.03,41.53,0.69,0.0,,,,1.0,0.0,0.0
195,2,3.0,1.2,8.0,2.74,30.0,28.22,41.51,0.66,0.0,,,,1.0,1.0,0.0
196,1,2.0,1.2,8.0,3.35,20.91,85.45,41.51,0.66,0.0,,,,1.0,1.0,0.0
197,2,2.0,1.2,8.0,3.13,15.69,18.79,41.5,0.65,0.0,,,,1.0,0.0,0.0
198,2,2.0,1.2,6.0,2.55,6.28,15.94,41.51,0.66,0.0,,,,1.0,0.0,0.0
199,1,2.0,1.2,5.0,1.83,3.94,14.77,41.5,0.66,0.0,,,,1.0,0.0,0.0
200,0,1.0,7.8,4.0,1.1,0.0,40.55,41.5,0.65,0.0,,,,1.0,0.0,0.0
201,1,1.0,7.2,3.0,0.0,0.06,178.21,41.54,0.7,0.0,,,,0.0,1.0,0.0
202,1,1.0,7.2,4.0,0.39,0.69,30.37,41.53,0.69,0.0,,,,1.0,1.0,0.0
203,2,2.0,1.9,8.0,0.0,6.25,100.8,41.48,0.64,0.0,,,,0.0,0.0,0.0
204,0,0.0,0.0,2.0,4.04,0.09,93.56,41.55,0.71,0.0,,,,0.0,0.0,2.0
205,0,0.0,0.0,3.0,3.87,0.09,8.94,41.54,0.69,0.0,,,,1.0,0.0,2.0
206,0,0.0,0.0,7.0,3.18,0.0,180.12,41.52,0.68,0.0,,,,0.0,0.0,2.0
207,0,0.0,0.0,4.0,4.01,0.09,24.21,41.56,0.71,0.0,,,,1.0,0.0,2.0
208,0,0.0,0.0,5.0,3.84,0.09,56.92,41.54,0.7,0.0,,,,1.0,0.0,2.0
209,0,0.0,0.0,5.0,3.94,0.0,37.32,41.55,0.7,0.0,,,,0.0,0.0,2.0
210,0,0.0,0.0,6.0,3.69,0.06,21.0,41.53,0.68,0.0,,,,0.0,0.0,2.0
211,0,0.0,0.0,0.0,7.85,0.0,46.77,41.52,0.67,0.0,,,,1.0,0.0,0.0
212,0,0.0,0.0,0.0,6.76,0.06,61.34,41.53,0.68,0.0,,,,1.0,0.0,0.0
213,2,2.0,3.5,9.0,97.17,31.25,163.12,41.24,0.49,0.0,,,,0.0,0.0,0.0
214,3,3.0,2.3,10.0,97.09,31.25,206.84,41.22,0.46,0.0,,,,1.0,0.0,0.0
215,1,1.0,2.2,2.0,27.65,0.06,10.89,41.27,0.51,0.0,,,,1.0,0.0,0.0
216,1,1.0,2.2,5.0,31.99,1.63,36.29,41.23,0.47,0.0,,,,0.0,1.0,0.0
217,1,1.0,4.3,3.0,0.0,21.05,16.16,41.27,0.5,0.0,,,,1.0,0.0,0.0
218,1,1.0,1.6,6.0,48.19,31.25,111.97,41.61,1.07,0.0,,,,1.0,0.0,0.0
219,0,0.0,0.0,6.0,47.99,31.25,25.92,41.61,1.05,0.0,,,,1.0,0.0,0.0
220,0,0.0,0.0,0.0,34.58,31.25,54.33,41.63,1.05,0.0,,,,0.0,0.0,0.0
221,0,0.0,0.0,5.0,43.78,31.25,7.78,41.61,1.05,0.0,,,,1.0,0.0,0.0
222,0,0.0,0.0,5.0,45.4,31.25,7.52,41.61,1.04,0.0,,,,1.0,0.0,0.0
223,0,0.0,0.0,1.0,36.38,31.25,14.4,41.62,1.04,0.0,,,,1.0,0.0,0.0
224,0,0.0,0.0,4.0,38.18,31.25,21.77,41.61,1.04,0.0,,,,1.0,0.0,0.0
225,0,0.0,0.0,5.0,41.47,31.25,37.15,41.61,1.04,0.0,,,,1.0,0.0,0.0
226,0,0.0,0.0,7.0,43.85,31.25,7.49,41.6,1.03,0.0,,,,1.0,0.0,0.0
227,0,0.0,0.0,5.0,35.15,31.25,30.37,41.6,1.01,0.0,,,,1.0,0.0,0.0
228,0,0.0,0.0,5.0,55.22,31.25,25.04,41.59,1.0,0.0,,,,1.0,0.0,0.0
229,2,2.0,1.3,7.0,0.05,144.47,20.16,41.6,1.04,0.0,,,,1.0,0.0,0.0
230,1,2.0,1.3,11.0,12.46,120.88,615.86,41.57,1.02,0.0,,,,0.0,0.0,0.0
231,3,2.0,1.6,7.0,0.05,154.63,6.62,41.6,1.02,0.0,,,,1.0,0.0,0.0
232,1,1.0,1.6,8.0,0.05,149.88,62.21,41.59,1.02,0.0,,,,1.0,0.0,0.0
233,2,3.0,1.6,5.0,0.05,162.45,17.96,41.61,1.02,0.0,,,,1.0,0.0,0.0
234,0,0.0,0.0,9.0,0.88,145.07,9.19,41.59,1.02,0.0,,,,1.0,0.0,0.0
235,1,1.0,16.1,3.0,0.0,5.56,25.27,41.77,1.3,0.0,,,,1.0,0.0,1.0
236,1,1.0,16.1,3.0,0.0,5.56,25.27,41.77,1.3,0.0,,,,1.0,0.0,1.0
237,1,1.0,16.1,3.0,0.0,0.06,12.53,41.76,1.3,0.0,,,,1.0,0.0,2.0
238,2,2.0,4.0,4.0,3.36,0.06,141.12,41.74,1.27,0.0,,,,1.0,0.0,0.0
239,1,1.0,16.1,4.0,4.59,11.78,25.57,41.74,1.27,0.0,,,,1.0,0.0,1.0
240,2,2.0,4.0,4.0,4.37,0.88,16.85,41.73,1.26,0.0,,,,1.0,0.0,0.0
241,1,1.0,2.4,2.0,0.14,0.06,122.4,42.15,1.93,0.0,,,,0.0,0.0,0.0
242,"강원도 고성군 / 속초시, 옥계산불 ver1_2",,,,,,,,,,,,,,,
243,1,1.0,5.6,6.0,0.0,50.07,9.0,42.55,2.53,0.0,,22.0,22.0,1.0,0.0,0.0
244,1,2.0,5.6,6.0,0.0,40.08,41.98,42.54,2.52,0.0,,22.0,22.0,1.0,0.0,0.0
245,2,2.0,5.6,7.0,3.01,50.48,23.21,42.54,2.52,0.0,,22.0,22.0,1.0,0.0,0.0
246,2,3.0,5.6,10.0,1.01,42.09,4.61,42.51,2.49,0.0,,22.0,22.0,1.0,0.0,0.0
247,4,4.0,3.7,9.0,1.14,31.91,7.26,42.5,2.49,0.0,,22.0,22.0,1.0,0.0,0.0
248,1,3.0,4.3,1.0,0.0,138.7,8.61,43.91,3.07,0.0,,,,1.0,0.0,0.0
249,4,4.0,2.2,16.0,1.76,109.8,22.46,43.83,2.99,0.0,,,,1.0,0.0,0.0
250,4,5.0,2.2,16.0,0.84,112.11,51.9,43.84,3.0,0.0,,,,0.0,0.0,0.0
