,진입 탈출로 개수,30m 이내 진입 탈출로 개수,최소 도로폭,교차로 개수,침엽수림 비율,산림기준 이격 거리,창문,산불 진화용수 거리,소방서와의 거리,담 유무,산림방향 담 유무,최대 경사도,최소 경사도,주건물 지붕특성,비산거리,불난 후 상태
0,"강릉시 안현동",,,,,,,,,,,,,,,
189,1,3.0,2.2,2.0,0.63,11.19,29.74,0.89,1.09,0.0,0.0,22.0,11.0,0.0,0.0,2.0
190,1,1.0,1.9,2.0,0.0,5.68,25.98,0.95,1.1,0.0,0.0,22.0,16.0,1.0,1.0,0.0
191,1,1.0,1.9,2.0,0.0,5.44,69.26,0.94,1.09,0.0,0.0,20.0,8.0,0.0,0.0,2.0
192,0,1.0,1.9,1.0,0.0,0.09,45.03,0.93,1.07,0.0,0.0,12.0,6.0,1.0,0.0,2.0
193,1,1.0,1.9,2.0,0.0,8.38,50.37,0.92,1.07,0.0,0.0,11.0,0.0,1.0,0.0,0.0
194,1,1.0,1.9,1.0,0.0,0.0,54.72,0.92,1.06,0.0,0.0,12.0,9.0,1.0,0.0,0.0
195,0,0.0,0.0,2.0,0.0,0.09,19.48,0.9,1.05,0.0,0.0,2.0,0.0,1.0,1.0,2.0
196,0,0.0,0.0,4.0,1.27,0.06,72.58,0.95,1.04,0.0,0.0,20.0,3.0,1.0,1.0,0.0
197,0,0.0,0.0,2.0,2.85,0.09,41.28,0.91,1.01,0.0,0.0,18.0,8.0,1.0,1.0,0.0
198,1,3.0,4.2,2.0,0.0,30.05,50.8,0.99,1.08,0.0,0.0,26.0,17.0,0.0,0.0,0.0
199,1,3.0,4.2,3.0,0.0,29.57,88.73,0.98,1.07,0.0,0.0,28.0,0.0,1.0,0.0,0.0
200,1,3.0,4.2,3.0,0.0,30.03,53.28,0.98,1.07,0.0,0.0,27.0,0.0,1.0,0.0,0.0
201,1,3.0,4.2,3.0,0.0,25.41,59.88,0.97,1.06,0.0,0.0,29.0,0.0,1.0,0.0,0.0
202,0,0.0,0.0,4.0,0.99,1.79,25.4,0.95,1.04,0.0,0.0,19.0,3.0,1.0,1.0,2.0
203,0,0.0,0.0,4.0,0.99,0.0,91.24,0.94,1.03,0.0,0.0,15.0,3.0,1.0,0.0,0.0
204,0,0.0,0.0,4.0,1.14,0.09,58.62,0.92,1.02,0.0,0.0,21.0,4.0,0.0,0.0,0.0
