,진입 탈출로 개수,30m 이내 진입 탈출로 개수,최소 도로폭,교차로 개수,침엽수림 비율,산림기준 이격 거리,창문,산불 진화용수 거리,소방서와의 거리,주건물 지붕특성,불난 후 상태
0,사계 2리동 회관,,,,,,,,,,
998,2,2.0,5.6,7.0,3.01,50.48,23.21,42.5,2.5,1.0,0.0
999,2,3.0,5.6,10.0,1.01,42.09,4.61,42.5,2.5,1.0,0.0
1000,4,4.0,3.7,9.0,1.14,31.91,7.26,42.5,2.5,1.0,0.0
1001,1,3.0,4.3,1.0,0.0,138.7,8.61,43.9,3.1,1.0,0.0
1002,4,4.0,2.2,16.0,1.76,109.8,22.46,43.8,3.0,1.0,0.0
1003,4,5.0,2.2,16.0,0.84,112.11,51.9,43.8,3.0,0.0,0.0
1004,5,6.0,2.2,16.0,0.51,109.81,53.57,43.8,3.0,1.0,0.0
1005,1,1.0,2.7,2.0,0.0,0.06,64.54,41.8,1.2,1.0,0.0
1006,3,3.0,2.7,5.0,0.0,0.0,7.6,41.8,1.2,1.0,0.0
1007,0,0.0,0.0,1.0,0.0,0.0,46.77,41.8,1.3,1.0,2.0
1008,0,0.0,0.0,2.0,0.0,0.09,36.01,41.8,1.2,1.0,0.0
1009,0,0.0,0.0,1.0,0.0,0.0,27.36,41.8,1.2,1.0,0.0
1010,0,0.0,0.0,0.0,0.0,0.06,12.53,41.9,1.2,1.0,2.0
1011,0,0.0,0.0,4.0,0.0,0.06,19.01,41.6,1.3,1.0,0.0
1012,1,1.0,1.8,1.0,0.0,129.89,167.4,41.6,1.3,1.0,0.0
1013,1,1.0,1.8,1.0,0.0,128.3,219.3,41.6,1.3,1.0,0.0
1014,1,1.0,1.8,1.0,0.0,123.66,210.53,41.6,1.2,1.0,0.0
1015,1,1.0,1.8,1.0,0.0,122.45,199.56,41.6,1.2,1.0,0.0
1016,0,0.0,0.0,1.0,0.0,118.56,262.92,41.6,1.2,1.0,0.0
1017,0,0.0,0.0,1.0,0.0,116.12,235.87,41.6,1.2,1.0,0.0
1018,1,1.0,2.7,1.0,0.0,112.92,250.42,41.6,1.2,1.0,0.0
1019,1,1.0,2.7,1.0,0.0,110.34,231.94,41.6,1.2,1.0,0.0
1020,1,1.0,2.7,1.0,0.0,108.06,227.66,41.6,1.2,1.0,0.0
1021,1,1.0,1.8,2.0,0.0,0.09,144.62,41.2,1.0,1.0,0.0
1022,1,1.0,1.8,1.0,0.0,5.31,268.93,41.2,1.0,1.0,0.0
1023,1,1.0,1.8,1.0,0.0,16.06,63.72,41.2,1.0,1.0,0.0
1024,2,2.0,3.1,11.0,0.0,0.0,769.48,41.4,0.9,1.0,0.0
1025,0,0.0,0.0,2.0,0.0,0.09,80.77,41.3,0.9,1.0,0.0
1026,1,1.0,2.2,6.0,0.0,10.35,91.24,41.2,0.5,0.0,0.0
1027,1,1.0,2.6,4.0,0.0,19.75,16.16,41.3,0.5,1.0,2.0
1028,3,3.0,2.2,6.0,0.0,16.39,21.67,41.2,0.5,1.0,0.0
1029,1,2.0,2.0,7.0,0.0,36.49,28.22,41.2,0.6,0.0,2.0
1030,4,6.0,2.2,6.0,0.0,14.61,77.76,41.2,0.5,1.0,0.0
1031,4,9.0,2.2,6.0,0.0,20.9,14.2,41.2,0.5,1.0,0.0
1032,2,2.0,2.8,13.0,1.48,0.06,19.18,41.2,0.5,1.0,0.0
1033,0,0.0,0.0,4.0,0.0,0.09,30.34,41.2,0.5,0.0,2.0
1034,0,0.0,0.0,6.0,0.0,0.0,65.89,41.2,0.5,1.0,2.0
1035,0,0.0,0.0,5.0,0.0,0.0,38.02,41.2,0.5,1.0,2.0
1036,1,1.0,4.4,7.0,0.0,0.06,25.57,41.2,0.5,0.0,2.0
1037,2,2.0,4.4,9.0,0.0,1.84,14.4,41.2,0.5,0.0,2.0
1038,3,3.0,4.4,11.0,0.0,10.73,13.48,41.2,0.5,1.0,2.0
1039,5,7.0,3.1,12.0,0.0,18.81,14.2,41.2,0.5,1.0,2.0
1040,0,0.0,0.0,3.0,0.0,0.09,27.72,41.2,0.5,1.0,2.0
1041,0,0.0,0.0,3.0,0.0,0.09,23.03,41.2,0.5,1.0,2.0
1042,0,0.0,0.0,5.0,0.0,0.06,31.19,41.2,0.5,1.0,2.0
1043,5,5.0,3.1,17.0,0.04,0.06,14.57,41.2,0.5,1.0,2.0
1044,0,0.0,0.0,3.0,0.0,0.09,23.03,41.2,0.5,1.0,2.0
1045,0,0.0,0.0,4.0,0.0,0.0,6.97,41.2,0.5,1.0,2.0
1046,0,0.0,0.0,9.0,0.0,0.06,14.17,41.2,0.5,1.0,2.0
1047,2,2.0,7.4,4.0,4.3,37.79,458.27,41.2,0.5,1.0,0.0
1048,2,2.0,4.2,10.0,6.42,19.29,158.37,40.9,0.7,1.0,0.0
1049,3,3.0,2.4,10.0,8.17,22.61,70.59,40.9,0.8,1.0,0.0
1050,4,4.0,2.4,10.0,13.53,27.32,139.05,40.9,0.8,1.0,0.0
1051,1,1.0,15.4,2.0,0.0,70.8,30.34,40.5,0.9,1.0,0.0
1052,1,1.0,15.4,2.0,0.0,69.04,10.02,40.5,0.9,1.0,0.0
1053,1,1.0,3.1,3.0,1.43,56.77,60.78,40.4,0.9,1.0,0.0
1054,1,2.0,3.1,3.0,1.72,52.25,44.35,40.4,0.9,1.0,0.0
1055,1,1.0,3.1,8.0,5.93,56.89,31.68,40.4,0.9,1.0,0.0
1056,1,2.0,3.1,3.0,0.67,44.7,43.72,40.4,0.9,1.0,0.0
1057,1,2.0,3.1,8.0,3.53,47.96,38.23,40.4,0.9,1.0,0.0
1058,2,2.0,10.0,3.0,0.0,50.13,38.23,40.5,0.9,1.0,0.0
1059,1,2.0,3.1,3.0,1.01,38.66,66.46,40.4,0.9,1.0,0.0
1060,1,2.0,3.1,8.0,2.34,37.61,32.82,40.4,0.9,1.0,0.0
1061,2,2.0,3.1,8.0,5.28,30.82,34.83,40.4,0.9,1.0,0.0
1062,3,3.0,3.1,2.0,0.02,34.75,60.13,40.4,0.9,1.0,0.0
1063,2,2.0,3.1,3.0,0.37,29.95,30.41,40.4,0.9,1.0,0.0
1064,3,3.0,2.6,8.0,4.35,16.41,52.68,40.4,0.9,0.0,0.0
1065,3,3.0,3.7,3.0,0.0,12.48,193.42,40.4,1.0,0.0,0.0
1066,3,3.0,3.7,3.0,0.0,2.94,102.3,40.4,1.0,1.0,0.0
1067,1,1.0,9.0,1.0,24.6,95.72,26.63,40.4,0.9,1.0,0.0
1068,1,1.0,9.0,4.0,27.9,90.1,15.18,40.4,0.9,1.0,0.0
1069,1,1.0,9.0,3.0,20.7,69.91,41.47,40.4,0.9,0.0,0.0
1070,1,1.0,9.0,4.0,22.8,79.59,45.79,40.4,0.9,0.0,0.0
1071,1,1.0,9.0,4.0,32.11,102.86,26.61,40.4,0.9,1.0,0.0
1072,1,1.0,9.0,4.0,27.14,89.58,35.11,40.4,0.9,1.0,0.0
1073,1,1.0,9.0,5.0,26.23,88.86,28.34,40.4,0.9,1.0,0.0
1074,0,0.0,0.0,5.0,25.22,81.54,108.35,40.4,0.9,0.0,0.0
1075,2,2.0,5.7,2.0,0.0,0.09,358.52,40.4,0.9,0.0,0.0
1076,0,0.0,0.0,2.0,0.0,0.0,440.29,40.4,0.9,0.0,0.0
1077,0,0.0,0.0,2.0,0.0,0.09,583.59,40.4,0.9,0.0,0.0
1078,0,0.0,0.0,1.0,0.0,0.06,456.02,40.4,1.0,0.0,0.0
1079,0,0.0,0.0,2.0,0.0,0.06,395.45,40.4,1.0,0.0,0.0
1080,1,1.0,1.8,5.0,0.27,0.09,16.63,40.5,0.9,0.0,0.0
1081,0,2.0,6.0,5.0,0.23,25.32,244.57,40.4,0.9,0.0,0.0
1082,4,7.0,2.2,5.0,0.23,25.12,326.68,40.4,0.9,0.0,0.0
1083,2,5.0,2.2,6.0,0.19,24.7,361.24,40.4,0.9,0.0,0.0
1084,3,4.0,2.2,9.0,0.14,14.79,321.28,40.4,1.0,0.0,0.0
1085,2,3.0,0.8,6.0,0.0,18.38,67.48,40.7,0.5,1.0,0.0
1086,1,1.0,2.6,10.0,0.0,45.26,61.17,40.7,0.5,1.0,0.0
1087,1,1.0,2.2,0.0,10.47,10.49,7.86,40.7,0.5,1.0,0.0
1088,1,1.0,2.2,0.0,8.02,27.51,58.06,40.7,0.5,1.0,0.0
1089,1,1.0,2.2,0.0,8.35,21.25,4.84,40.7,0.5,1.0,0.0
1090,1,1.0,2.2,0.0,6.55,13.52,8.06,40.7,0.5,1.0,0.0
1091,0,0.0,0.0,0.0,5.15,35.76,175.02,40.7,0.5,1.0,0.0
1092,1,1.0,2.2,0.0,3.88,35.72,8.47,40.7,0.5,1.0,0.0
1093,1,1.0,2.2,0.0,4.04,31.79,10.93,40.7,0.5,1.0,0.0
1094,0,0.0,0.0,0.0,4.71,51.44,67.48,40.7,0.5,1.0,0.0
1095,0,0.0,0.0,0.0,4.12,47.83,12.05,40.7,0.5,1.0,0.0
1096,1,1.0,2.2,0.0,3.49,43.5,47.0,40.7,0.5,1.0,0.0
1097,1,1.0,2.2,0.0,3.13,28.81,12.53,40.7,0.5,1.0,0.0
1098,0,0.0,0.0,0.0,4.1,57.2,13.36,40.7,0.6,1.0,0.0
1099,1,1.0,2.2,0.0,3.23,41.25,27.07,40.7,0.5,1.0,0.0
1100,1,1.0,2.2,0.0,2.4,14.12,15.21,40.7,0.5,1.0,0.0
1101,1,1.0,2.2,0.0,2.8,28.34,5.3,40.7,0.5,1.0,0.0
1102,1,1.0,3.5,2.0,2.73,31.25,58.98,40.9,0.2,1.0,0.0
1103,1,1.0,3.5,2.0,11.45,31.25,134.78,40.9,0.2,1.0,0.0
1104,1,1.0,3.5,2.0,11.68,31.25,17.28,40.9,0.2,1.0,0.0
1105,2,3.0,4.2,2.0,14.45,31.25,26.96,40.9,0.2,1.0,0.0
1106,1,1.0,3.5,2.0,16.5,31.25,87.48,40.9,0.2,1.0,0.0
1107,2,3.0,4.2,2.0,15.15,31.25,68.26,40.9,0.2,0.0,0.0
1108,2,3.0,4.2,2.0,14.42,31.25,11.09,40.9,0.2,1.0,0.0
1109,3,3.0,0.8,2.0,11.23,31.25,82.05,40.8,0.2,1.0,0.0
1110,2,2.0,3.5,2.0,18.9,31.25,124.19,40.9,0.2,1.0,0.0
1111,2,3.0,4.2,2.0,13.18,31.25,52.7,40.8,0.2,1.0,0.0
1112,4,4.0,0.8,2.0,11.01,31.25,29.1,40.8,0.2,1.0,0.0
1113,2,3.0,4.2,2.0,19.36,31.25,8.64,40.8,0.2,1.0,0.0
1114,2,3.0,4.2,2.0,13.48,31.25,43.72,40.8,0.2,1.0,0.0
1115,3,3.0,4.2,2.0,10.47,31.25,53.57,40.8,0.2,1.0,0.0
1116,2,2.0,3.5,2.0,22.25,31.25,88.3,40.8,0.2,1.0,0.0
1117,1,1.0,7.2,5.0,15.9,31.25,4.9,40.8,0.2,1.0,0.0
1118,1,1.0,7.2,5.0,17.05,31.25,18.65,40.8,0.3,1.0,0.0
1119,1,1.0,7.2,5.0,16.16,31.25,10.48,40.8,0.2,1.0,0.0
1120,1,1.0,7.2,5.0,17.25,31.25,30.41,40.8,0.3,1.0,0.0
1121,3,7.0,2.9,6.0,0.0,39.52,76.68,40.9,0.2,0.0,0.0
1122,4,4.0,5.0,7.0,1.12,42.44,12.9,40.9,0.2,1.0,0.0
1123,0,0.0,0.0,7.0,1.89,18.29,7.11,40.8,0.2,1.0,0.0
1124,2,2.0,2.9,8.0,2.47,5.19,16.63,40.8,0.2,,1.0
1125,2,2.0,2.9,7.0,2.62,6.33,13.71,40.8,0.2,1.0,0.0
1126,2,4.0,1.5,7.0,0.0,31.25,11.92,40.9,0.2,1.0,0.0
1127,0,0.0,0.0,6.0,0.0,31.25,45.36,40.9,0.2,1.0,0.0
1128,1,1.0,4.1,6.0,0.0,31.25,56.25,40.9,0.2,1.0,0.0
1129,0,0.0,0.0,7.0,0.0,31.25,79.89,40.9,0.2,1.0,0.0
1130,2,2.0,3.7,9.0,0.03,31.25,3.67,40.8,0.2,,0.0
1131,3,5.0,1.5,9.0,0.0,31.25,13.48,40.8,0.2,1.0,0.0
1132,0,0.0,0.0,4.0,0.0,31.25,45.36,40.9,0.2,1.0,0.0
1133,0,0.0,0.0,6.0,0.0,31.25,27.75,40.9,0.2,1.0,0.0
1134,0,0.0,0.0,8.0,0.0,31.25,31.62,40.9,0.2,1.0,0.0
1135,0,0.0,0.0,8.0,0.0,31.25,12.9,40.9,0.2,1.0,0.0
1136,0,0.0,0.0,9.0,0.0,31.25,7.66,40.9,0.2,1.0,0.0
1137,0,0.0,0.0,10.0,0.0,31.25,53.45,40.9,0.2,1.0,0.0
1138,3,4.0,1.7,12.0,6.09,31.25,7.95,40.9,0.2,1.0,0.0
1139,4,5.0,2.0,18.0,24.48,31.25,11.28,40.8,0.2,1.0,0.0
1140,4,5.0,2.0,19.0,24.35,31.25,47.58,40.8,0.2,1.0,0.0
1141,1,1.0,3.8,8.0,94.48,31.25,46.87,40.9,0.2,0.0,0.0
1142,2,2.0,2.5,9.0,94.48,31.25,248.72,40.9,0.2,0.0,0.0
1143,2,2.0,2.5,12.0,94.48,31.25,19.66,40.8,0.2,1.0,0.0
1144,3,4.0,2.2,12.0,94.48,31.25,125.8,40.8,0.2,1.0,0.0
1145,2,2.0,2.5,11.0,94.48,31.25,100.2,40.8,0.2,0.0,0.0
1146,0,0.0,0.0,2.0,0.06,3.24,23.03,42.9,2.4,1.0,2.0
1147,1,1.0,2.7,0.0,0.0,106.35,20.56,42.5,2.5,1.0,0.0
1148,4,4.0,2.2,3.0,0.0,18.06,58.62,42.5,2.4,0.0,0.0
1149,0,0.0,0.0,0.0,0.0,0.09,11.28,42.5,2.5,1.0,0.0
1150,"강원도 강릉시, 팬션단지 정밀촬영 원본 100_0397",,,,,,,,,,
1151,0,0.0,0.0,0.0,8.57,0.0,37.5,1.0,1.2,1.0,0.0
1152,0,0.0,0.0,0.0,8.34,0.06,24.51,0.9,1.2,1.0,0.0
1153,1,1.0,2.6,1.0,2.79,0.06,400.29,1.0,1.4,1.0,0.0
1154,1,1.0,3.1,1.0,0.0,0.0,69.12,1.1,1.6,1.0,2.0
1155,0,0.0,0.0,0.0,0.0,0.06,24.11,1.1,1.6,1.0,0.0
1156,0,0.0,0.0,0.0,0.0,0.0,22.98,1.1,1.6,1.0,2.0
1157,0,0.0,0.0,0.0,0.0,0.0,33.12,1.1,1.6,1.0,2.0
1158,0,0.0,0.0,0.0,0.07,0.06,106.44,1.1,1.8,1.0,2.0
1159,2,2.0,2.3,2.0,0.68,0.06,65.17,1.1,1.8,1.0,0.0
1160,2,2.0,2.2,2.0,0.27,2.34,45.68,1.0,1.5,1.0,2.0
1161,1,1.0,2.5,2.0,0.23,0.09,56.64,1.0,1.5,1.0,0.0
1162,0,0.0,0.0,3.0,0.19,0.09,4.16,1.0,1.5,1.0,0.0
1163,2,2.0,2.7,2.0,0.0,4.22,59.9,1.4,1.8,1.0,0.0
1164,0,0.0,0.0,0.0,4.21,0.06,15.21,1.4,1.6,1.0,0.0
1165,1,1.0,3.3,0.0,3.39,0.06,28.51,1.4,1.6,1.0,0.0
1166,1,1.0,3.3,0.0,3.23,0.06,11.09,1.4,1.6,1.0,0.0
1167,1,1.0,3.3,0.0,3.16,0.0,69.98,1.4,1.6,1.0,0.0
1168,0,0.0,0.0,0.0,10.84,0.06,18.75,1.2,1.5,1.0,0.0
1169,0,0.0,0.0,3.0,1.35,0.06,24.36,1.1,1.3,1.0,0.0
1170,1,1.0,1.4,4.0,0.0,0.06,10.08,1.1,1.3,1.0,0.0
1171,2,4.0,0.5,3.0,1.65,3.0,43.43,0.9,1.1,1.0,0.0
1172,1,1.0,4.1,1.0,0.0,0.0,78.62,0.9,1.1,1.0,2.0
1173,1,1.0,4.1,1.0,0.0,0.0,48.44,0.9,1.1,1.0,2.0
1174,1,1.0,4.1,1.0,0.0,0.0,60.83,0.9,1.1,1.0,0.0
1175,1,1.0,4.1,1.0,0.0,0.09,5.2,0.9,1.1,1.0,0.0
1176,1,1.0,4.1,1.0,0.0,0.06,28.43,0.9,1.1,1.0,0.0
1177,1,1.0,4.1,2.0,0.0,0.06,69.47,0.9,1.1,0.0,0.0
1178,0,0.0,0.0,2.0,0.03,0.06,59.73,0.9,1.1,1.0,0.0
1179,0,0.0,0.0,1.0,0.0,0.06,38.19,1.0,1.2,1.0,2.0
1180,0,0.0,0.0,1.0,0.04,0.0,77.41,0.9,1.2,0.0,0.0
1181,1,1.0,2.5,1.0,0.41,0.0,39.4,1.1,1.3,1.0,0.0
1182,1,1.0,2.5,1.0,0.42,0.0,11.29,1.1,1.3,1.0,0.0
1183,1,1.0,2.5,1.0,0.39,0.0,24.88,1.1,1.3,1.0,0.0
1184,1,1.0,2.5,2.0,0.37,0.06,72.66,1.1,1.3,1.0,0.0
1185,1,1.0,2.5,3.0,0.38,6.06,160.63,1.0,1.3,0.0,0.0
1186,0,0.0,0.0,0.0,11.39,0.0,57.6,1.2,1.4,0.0,2.0
1187,1,1.0,3.4,1.0,5.72,13.58,13.36,1.3,1.6,1.0,0.0
1188,1,1.0,3.4,2.0,6.27,9.72,18.65,1.3,1.6,1.0,0.0
1189,1,1.0,3.4,1.0,4.88,16.64,79.2,1.3,1.6,1.0,0.0
1190,0,0.0,0.0,1.0,5.77,2.0,14.52,1.3,1.6,1.0,2.0
1191,0,0.0,0.0,1.0,7.19,0.09,15.45,1.3,1.6,1.0,0.0
1192,3,3.0,2.3,3.0,0.0,63.16,24.71,1.3,1.8,1.0,0.0
1193,4,4.0,2.3,3.0,0.0,62.88,6.65,1.3,1.8,1.0,0.0
1194,1,1.0,4.6,5.0,0.0,109.41,39.08,1.2,1.5,1.0,0.0
1195,1,1.0,4.6,5.0,0.0,97.2,78.22,1.2,1.5,0.0,0.0
1196,1,1.0,4.6,3.0,0.0,95.92,82.56,1.2,1.5,0.0,0.0
1197,1,1.0,4.6,3.0,0.0,107.62,26.35,1.2,1.4,1.0,0.0
1198,1,1.0,2.7,3.0,0.0,0.06,152.96,1.0,1.2,1.0,0.0
1199,1,3.0,1.6,4.0,0.48,3.4,22.68,0.9,1.1,1.0,0.0
1200,"강원도 강릉시, 팬션단지 정밀촬영 원본 100_0398",,,,,,,,,,
1201,0,0.0,0.0,0.0,0.98,0.06,53.42,1.0,1.2,1.0,2.0
1202,0,0.0,0.0,0.0,0.9,0.06,85.88,1.0,1.2,1.0,0.0
1203,0,0.0,0.0,0.0,0.87,0.06,61.34,1.0,1.2,1.0,0.0
1204,0,0.0,0.0,0.0,0.9,0.09,35.99,1.0,1.2,1.0,0.0
1205,0,0.0,0.0,0.0,0.0,0.09,62.71,1.1,1.4,1.0,0.0
1206,3,3.0,6.3,3.0,8.48,63.9,19.01,1.1,1.5,1.0,0.0
1207,3,3.0,6.3,3.0,7.75,64.47,14.28,1.1,1.5,1.0,0.0
1208,2,3.0,6.3,3.0,4.37,36.96,31.74,1.1,1.5,1.0,2.0
1209,0,0.0,0.0,1.0,0.25,14.63,54.46,1.1,1.6,1.0,2.0
1210,0,0.0,0.0,5.0,2.49,0.06,25.72,1.1,1.8,0.0,0.0
1211,0,0.0,0.0,5.0,2.49,0.0,55.35,1.1,1.8,1.0,0.0
1212,1,1.0,7.3,4.0,1.7,0.06,8.47,1.1,1.8,1.0,0.0
1213,0,0.0,0.0,4.0,1.59,0.06,20.59,1.1,1.8,1.0,0.0
1214,1,1.0,7.3,5.0,1.61,0.0,76.61,1.1,1.8,0.0,0.0
1215,4,4.0,5.3,5.0,1.47,0.09,8.94,1.1,1.8,1.0,0.0
1216,4,7.0,2.0,6.0,0.0,0.0,40.44,1.1,1.8,1.0,0.0
1217,3,5.0,2.9,6.0,0.0,4.16,13.22,1.1,1.8,1.0,0.0
1218,1,1.0,3.2,1.0,0.0,0.0,68.2,1.0,1.5,1.0,2.0
1219,3,5.0,3.2,8.0,2.52,27.76,26.61,0.9,1.1,1.0,0.0
1220,4,5.0,3.2,8.0,2.56,16.07,102.79,0.9,1.1,1.0,2.0
1221,0,0.0,0.0,4.0,5.96,80.55,40.45,0.9,1.2,0.0,0.0
1222,0,0.0,0.0,9.0,3.04,57.29,76.74,0.9,1.2,1.0,0.0
1223,0,0.0,0.0,0.0,0.0,0.06,38.02,0.9,1.5,1.0,0.0
1224,0,0.0,0.0,1.0,0.22,0.0,45.62,0.9,1.4,1.0,2.0
1225,0,0.0,0.0,0.0,0.0,0.09,53.52,1.0,1.6,1.0,2.0
1226,0,0.0,0.0,0.0,0.12,0.0,14.98,1.0,1.6,1.0,2.0
1227,0,0.0,0.0,1.0,3.99,23.07,57.14,1.0,1.7,1.0,0.0
1228,0,0.0,0.0,1.0,6.06,16.98,35.48,1.0,1.7,1.0,0.0
1229,0,0.0,0.0,1.0,4.41,24.53,47.61,1.0,1.7,1.0,0.0
1230,0,0.0,0.0,0.0,0.0,0.0,13.82,0.9,1.6,1.0,2.0
1231,0,0.0,0.0,0.0,0.28,2.13,49.25,0.9,1.5,1.0,2.0
1232,0,0.0,0.0,0.0,0.37,0.84,91.93,0.9,1.5,1.0,0.0
1233,0,0.0,0.0,0.0,0.63,0.09,44.45,0.9,1.4,1.0,2.0
1234,1,1.0,3.1,1.0,0.0,116.42,6.65,0.9,1.3,1.0,2.0
1235,0,0.0,0.0,0.0,0.0,106.65,6.96,0.9,1.3,1.0,0.0
1236,0,0.0,0.0,0.0,0.63,0.0,35.48,0.7,1.0,1.0,2.0
1237,0,0.0,0.0,0.0,0.63,0.06,71.28,0.7,1.0,0.0,2.0
1238,0,0.0,0.0,0.0,0.0,0.06,29.72,0.7,1.0,1.0,0.0
1239,0,0.0,0.0,0.0,0.59,0.09,34.52,0.7,0.9,1.0,0.0
1240,0,0.0,0.0,1.0,0.59,0.0,33.12,0.7,1.0,1.0,0.0
1241,0,0.0,0.0,2.0,7.61,0.06,42.16,0.9,1.5,0.0,2.0
1242,0,0.0,0.0,7.0,9.91,0.09,137.13,0.8,1.5,0.0,0.0
1243,1,1.0,2.7,8.0,10.59,0.06,49.94,0.8,1.5,0.0,0.0
1244,0,0.0,0.0,8.0,7.95,0.09,36.94,0.8,1.5,1.0,0.0
1245,0,0.0,0.0,8.0,11.26,3.44,63.68,0.8,1.5,1.0,0.0
1246,0,0.0,0.0,9.0,11.9,0.56,48.84,0.8,1.5,1.0,0.0
1247,0,0.0,0.0,0.0,0.0,18.26,11.66,0.8,1.6,1.0,0.0
1248,0,0.0,0.0,0.0,0.0,15.44,24.11,0.8,1.6,1.0,0.0
1249,0,0.0,0.0,2.0,0.51,0.0,12.44,0.9,1.6,1.0,2.0
1250,0,0.0,0.0,2.0,0.48,0.0,8.06,0.9,1.6,1.0,0.0
1251,0,0.0,0.0,2.0,0.47,0.09,51.71,0.8,1.6,0.0,0.0
1252,1,1.0,3.6,4.0,8.35,30.05,9.22,0.8,1.6,1.0,0.0
1253,0,0.0,0.0,4.0,8.26,48.79,29.38,0.8,1.6,1.0,0.0
1254,0,0.0,0.0,5.0,8.06,38.1,45.42,0.8,1.6,1.0,0.0
1255,0,0.0,0.0,5.0,7.79,46.66,6.34,0.8,1.6,1.0,0.0
1256,2,2.0,2.6,4.0,2.59,15.57,21.34,0.7,1.5,1.0,1.0
1257,4,4.0,2.6,3.0,2.78,5.75,6.34,0.7,1.5,1.0,0.0
1258,4,4.0,2.6,3.0,2.88,6.57,10.93,0.7,1.5,1.0,0.0
1259,2,3.0,2.8,2.0,0.04,1.19,38.02,0.8,1.1,1.0,2.0
1260,1,1.0,2.8,2.0,0.04,1.25,13.13,0.8,1.1,1.0,2.0
1261,1,1.0,2.8,2.0,0.43,3.1,38.92,0.8,1.1,1.0,2.0
1262,1,1.0,2.8,2.0,0.38,0.06,38.65,0.8,1.1,0.0,2.0
1263,1,1.0,2.8,2.0,0.76,0.06,6.05,0.8,1.1,1.0,2.0
1264,1,1.0,2.8,2.0,0.69,0.06,28.22,0.8,1.1,1.0,2.0
1265,0,0.0,0.0,3.0,0.74,0.09,35.64,0.7,1.2,1.0,0.0
1266,3,3.0,2.1,1.0,0.31,23.34,39.93,0.7,1.2,1.0,2.0
1267,1,1.0,3.4,2.0,1.66,14.09,65.17,0.7,1.2,0.0,2.0
1268,0,0.0,0.0,4.0,2.54,0.0,54.84,0.7,1.5,0.0,2.0
1269,1,1.0,2.7,4.0,1.99,0.06,22.9,0.7,1.5,0.0,2.0
1270,4,7.0,2.3,5.0,40.37,75.69,20.43,0.7,1.6,1.0,2.0
1271,"강원도 고성군 / 속초시 , 옥계산불 ver1_3",,,,,,,,,,
1272,1,1.0,2.6,4.0,19.51,0.0,100.68,42.2,2.6,1.0,0.0
1273,1,1.0,2.8,4.0,29.33,0.06,71.54,42.2,2.6,1.0,0.0
1274,4,5.0,1.8,5.0,21.1,0.75,195.84,41.9,2.3,1.0,0.0
1275,1,1.0,1.5,2.0,54.83,0.0,74.19,42.2,2.2,1.0,0.0
1276,1,1.0,1.5,3.0,54.13,0.06,140.4,42.1,2.2,1.0,0.0
1277,1,1.0,1.5,3.0,54.13,0.06,140.4,42.1,2.2,1.0,0.0
1278,1,1.0,1.5,3.0,45.04,0.0,126.95,42.2,2.2,1.0,0.0
1279,1,2.0,5.0,11.0,44.57,28.02,81.1,42.1,2.1,1.0,0.0
1280,1,2.0,5.0,11.0,41.54,32.96,270.52,42.1,2.2,1.0,0.0
1281,1,1.0,2.5,0.0,6.48,42.52,39.31,42.5,2.0,0.0,0.0
1282,1,1.0,2.5,0.0,8.8,38.98,46.08,42.5,2.0,1.0,0.0
1283,0,0.0,0.0,1.0,6.88,24.62,9.07,42.5,2.1,1.0,0.0
1284,0,0.0,0.0,1.0,8.85,19.16,9.6,42.5,2.1,1.0,0.0
1285,1,1.0,2.5,1.0,5.4,0.09,84.86,42.5,2.1,1.0,2.0
1286,0,0.0,0.0,1.0,5.32,0.0,12.1,42.5,2.1,1.0,0.0
1287,0,0.0,0.0,1.0,5.44,0.06,52.1,42.5,2.1,0.0,0.0
1288,0,0.0,0.0,1.0,0.0,0.06,6.65,42.4,1.7,1.0,1.0
1289,0,0.0,0.0,1.0,0.0,0.06,41.04,42.4,1.8,0.0,2.0
1290,0,0.0,0.0,1.0,0.0,0.0,22.12,42.4,1.7,1.0,0.0
1291,1,1.0,1.6,2.0,0.0,0.06,58.32,42.4,1.7,1.0,2.0
1292,0,0.0,0.0,0.0,0.0,0.06,6.68,42.4,1.8,1.0,2.0
1293,0,0.0,0.0,0.0,0.0,0.0,33.87,42.4,1.7,1.0,0.0
1294,0,0.0,0.0,1.0,0.0,5.21,51.84,42.3,1.7,1.0,2.0
1295,0,0.0,0.0,0.0,0.0,0.06,171.36,42.3,1.7,1.0,0.0
1296,0,0.0,0.0,0.0,0.0,0.0,168.42,42.3,1.7,1.0,0.0
1297,3,3.0,2.3,4.0,1.43,3.63,79.32,41.6,1.4,1.0,0.0
1298,3,3.0,2.9,2.0,0.0,0.06,63.65,41.8,1.3,1.0,0.0
1299,2,2.0,2.9,2.0,0.0,10.62,86.4,41.8,1.3,1.0,2.0
1300,1,1.0,5.5,2.0,0.0,9.16,52.42,41.8,1.3,1.0,2.0
1301,1,1.0,5.5,3.0,0.0,0.0,70.16,41.8,1.3,1.0,0.0
1302,2,2.0,7.5,6.0,0.0,1.6,210.47,41.8,1.3,1.0,0.0
1303,3,3.0,2.2,3.0,0.0,166.91,139.97,41.8,1.3,1.0,0.0
1304,1,1.0,7.1,3.0,4.75,150.53,175.85,41.8,1.3,1.0,0.0
1305,1,1.0,7.1,3.0,4.75,156.45,196.07,41.8,1.3,1.0,0.0
